"""Новый Океан""","""Новый Океан""","0,0445712847"
"""Орленок"" спортивно-оздоровительный лагерь","""Орленок"" спортивно-оздоровительный лагерь","0,3640768024"
"""Остров Везения""","""Остров Везения""","0,0150264878"
"""Плиты""","""Плиты""","0,0002876233"
"""Побут-сервіс""","""Побут-сервис""","0,0110923027"
"""П'ятачок""","""Пятачек""","0,0394542743"
"""Раневицькі ковбаси""","""Раневичские ковбассы""","0,9267962976"
"""Свинарник""","""Свинарник""","0,3301728544"
"""Сегмент""","""Сегмент""","0,081150974"
"""солдатские пляжи""","""солдатские пляжи""","0,0138585573"
"""Срібне""","""Срибное""","0,7867059388"
"""Старе корито""","""Старе корыто""","0,0773391936"
"""Технологія""","""Технология""","0,0033982977"
"""УГМК-Україна""","""УУМК-Украина""","0,7384579868"
"""Чабанка""","""Чабанка""","0,0446778579"
"""Чумак""","""Чумак""","0,098404204"
"""Унивесам""","""юнивесам""","0,219052646"
"«Калмицький яр»","«Калмицкий яр»","0,1319056264"
"«Кантрі» (котеджний комплекс)","«Кантри» (коттеджный комплекс)","0,0696985463"
"«Париж»","«Париж»","0,4587745388"
"«Пентагон»","«Пентагон ","0,3200404877"
"«Рефма»","«Рефма»","0,0104903107"
"«Стрілка»","«Стрилка»","0,1516555693"
"охотничье хозяйсво",")охотничье хозяйсво","0,9615239656"
"1 - 3","1 - 3","0,0009527479"
"K 140","1 140","0,0472031712"
"K 141","1 141","0,4905706276"
"K 142","1 142","0,4124605657"
"K 144","1 144","0,014887673"
"K 147","1 147","0,6871127464"
"K 148","1 148","0,6826718058"
"K 151","1 151","0,277764436"
"1 Дечембріє","1 Дечембрие","0,0500905965"
"1 квартал","1 квартал","1,19E-07"
"1 км","1 км","1,55E-06"
"1 колія","1 колея","0,0007053696"
"1 корпус","1 корпус","0,0003499396"
"1 мікрорайон","1 микрорайон","0,0001457973"
"1 відділ, кафедра","1 отдел, кафедра","0,0055570399"
"1 отделение ""Золотой балки""","1 отделение ""Золотой балки""","0,0007633882"
"2 платформа","1 платформа","0,179217774"
"1 платформа","1 платформа","0,0001770359"
"1- ша зона санохорони","1- ша зона санохороны","0,7395373704"
"1-го Травня","1-го Мая","0,0829093814"
"1-й авторемонтний завод","1-й авторемонтный завод","0,0013647584"
"1-й міський ставок","1-й городской пруд","0,0033628975"
"1-й километр","1-й километр","0,000528215"
"1-й мікрорайон","1-й микрорайон","0,085770996"
"1-й мікрорайон Виноградаря","1-й микрорайон Виноградарья","0,3323239894"
"1-й мікрорайон Комсомольського масиву","1-й микрорайон Комсомольского масива","0,0495134688"
"1-й мікрорайон Райдужного масиву","1-й микрорайон Райдужного масива","0,8356309437"
"1-й район Измаильского порта","1-й район Измаильского порта","0,0030912772"
"1-й ставок","1-й ставок","0,0002158973"
"1-й ставок Больничного городка","1-й ставок Больничного городка","0,1134787401"
"1-й Таврійський","1-й Таврический","0,0005016236"
"1-й шлюз","1-й шлюз","0,0529436323"
"1-ое шахтное озеро","1-ое шахтное озеро","0,4527735193"
"1-ша тераса Опору","1-ша тераса Опору","0,2045022213"
"1-ша тераса Стрия (12м)","1-ша тераса Струя (12м)","1,0381655078"
"1-ша тераса Стрия","1-ша тераса Стрыя","0,6794386047"
"1-а міська лікарня","1-я городская больница","0,0690783911"
"1-а лінія","1-я линия","0,0002829058"
"1-я станция Большого Фонтана","1-я станция Большого Фонтана","0,0008079222"
"1: Ріксос - Курортная поліклініка","1: Роксос - Курортная поликлиника","0,6668418963"
"1/2-й мікрорайон","1/2-й микрорайон","0,011663807"
"10 км","10 км","1,43E-06"
"10 колія","10 колея","0,0004633156"
"1: Синагога - Долотний завод","10 Синагога - Долотный завод","0,5496853704"
"10-го апреля","10-го апреля","0,046482774"
"10-й квартал","10-й квартал","0,0004067011"
"10-й мікрорайон","10-й микрорайон","0,0072378774"
"10-я станция Большого Фонтана","10-я станция Большого Фонтана","0,0012572868"
"100-річчя Вінницького трамвая","100-летия Винницкого трамвая","0,4568666171"
"100-летние дубы","100-летние дубы","0,0338889957"
"1009 км","1009 км","0,0026337071"
"101 км","101 км","0,0003310345"
"101-й квартал","101-й квартал","0,0002540503"
"101-й мікрорайон","101-й микрорайон","0,0369903917"
"1017 км","1017 км","0,2143695954"
"102 км","102 км","1,07E-05"
"1021 км","1021 км","0,0001148018"
"1025 км","1025 км","0,0002527369"
"1029 км","1029 км","0,0015611045"
"104 км","104 км","0,0003487983"
"1045 км","1045 км","0,0184783041"
"1049 км","1049 км","0,0012661601"
"105 км","105 км","0,0002756981"
"1057 км","1057 км","0,0017464239"
"106 км","106 км","0,0006477081"
"1061 км","1061 км","0,0023318658"
"1063 км","1063 км","0,0116000145"
"1067 км","1067 км","0,0178514487"
"107 км","107 км","0,0013191859"
"1073 км","1073 км","0,0002249598"
"1074 км","1074 км","0,003614614"
"108 км","108 км","0,0002107763"
"109 км","109 км","0,0002106578"
"1090 км","1090 км","0,0009339739"
"1092 км","1092 км","0,0016196845"
"1094 км","1094 км","0,016130994"
"11 - 12 - 19","11 - 12 112","0,718684232"
"11 - 17","11 - 17","0,0111183633"
"11 км","11 км","5,01E-06"
"11 колія","11 колея","8,58E-06"
"11-й квартал","11-й квартал","5,36E-06"
"11-й мікрорайон","11-й микрорайон","0,0003260136"
"11-а лінія","11-я линия","0,0099741398"
"11-а поліклініка","11-я поликлиника","0,0015625458"
"11-я станция Большого Фонтана","11-я станция Большого Фонтана","0,0008112442"
"11-я станция Большого фонтана","11-я станция Большого фонтана","0,0008076536"
"11-я станция Люстдорфской дороги","11-я станция Люстдорфской дороги","0,0026515388"
"11: Залізничний вокзал - Лікарня","11: Железнодорожный вокзал - Больница","0,8246007963"
"110 км","110 км","9,86E-05"
"1100 км","1100 км","0,005499346"
"1101 км","1101 км","0,0233504283"
"111 км","111 км","0,0003107659"
"1110 км","1110 км","0,0001170683"
"111, Петровського площа - Парус ж/м","1111 Петровского площадь - Парус жес","0,6528706507"
"1117 км","1117 км","0,0135577005"
"1118 км","1118 км","0,0003607906"
"111км","111км","0,0002094707"
"112 км","112 км","0,0410261899"
"1123 км","1123 км","0,0004079222"
"1130 км","1130 км","0,0012137364"
"1132 км","1132 км","0,0802162299"
"1134 км","1134 км","0,0584592505"
"1138 км","1138 км","0,015590781"
"114 км","114 км","1,18E-05"
"1141 км","1141 км","0,0075313556"
"1146 км.","1146 км","0,8446819255"
"1146 км","1146 км","0,0199558415"
"116 км","116 км","4,34E-05"
"1162 км","1162 км","0,089969374"
"1168 км","1168 км","0,0108516027"
"116км","116км","0,0006603907"
"1167 км","117 км","0,6882780101"
"1170 км","1170 км","0,0019843372"
"118 км (Верхній Токмак-2)","118 (Верхний Токмак-2)","0,0150443031"
"118 км","118 км","2,96E-05"
"1180 км","1180 км","0,0038235221"
"1184 км","1184 км","0,0026361593"
"1186 км","1186 км","0,2697350372"
"1188 км","1188 км","0,0093871713"
"119 км","119 км","0,0001800145"
"1199 км","1199 км","0,0022729861"
"11А","11А","0,2191449908"
"11Б","11Б","0,272739232"
"12 - 17 - 19","12 - 17 - 19","0,5557523259"
"12 квітня","12 апреля","0,2862299948"
"120 км","120 км","9,06E-05"
"121 км","121 км","8,34E-06"
"121, Московська вулиця - Парус ж/м","121 Московская улица - Парус жес","0,1575156376"
"1214 км","1214 км","0,0005955603"
"122 км","122 км","0,0002831013"
"122км","122км","5,13E-06"
"В. Явора","123 км","0,0454052848"
"123 км","123 км","0,0001347151"
"1230 км","1230 км","0,0043795258"
"1234 км","1234 км","0,0238673177"
"1238 км","1238 км","0,0009919694"
"1242 км","1242 км","0,0004280244"
"1246 км","1246 км","0,0324442794"
"1248 км","1248 км","0,0002201975"
"1249 км","1249 км","0,0301394074"
"125 км","125 км","0,0003198672"
"1253 км","1253 км","0,0195735876"
"1256 км","1256 км","0,0047566906"
"1261 км","1261 км","0,0008845845"
"1268 км","1268 км","0,0225688215"
"127 км","127 км","0,0264735518"
"128 км","128 км","1,66E-05"
"129 квартал","129 квартал","2,47E-05"
"129 км","129 км","3,83E-05"
"13 км","13 км","3,22E-06"
"13-го Березня площа","13-го Марта площадь","0,0228258086"
"13-й квартал","13-й квартал","8,11E-06"
"13-й кордон","13-й кордон","0,0002037446"
"13-та дитяча поліклініка","13-я детская поликлиника","0,0408226718"
"13-а лінія","13-я линия","0,0003764574"
"130 км","130 км","0,0049947698"
"1304 км","1304 км","0,0001149198"
"131 км","131 км","0,0003002694"
"132 км","132 км","0,0077486665"
"133 км","133 км","0,000237075"
"1334 км","1334 км","0,3304262066"
"133км","133км","1,51E-05"
"134 км","134 км","0,0070199755"
"135 км","135 км","0,0011929285"
"136 км","136 км","0,000239274"
"1361 км","1361 км","0,0109076467"
"1367 км","1367 км","0,0032158839"
"1370 км","1370 км","0,1930529783"
"1379 км","1379 км","0,0143862302"
"138 км","138 км","0,0075692019"
"1389 км","1389 км","0,4289476478"
"139 км","139 км","0,0119973027"
"1393 км","1393 км","0,0091856934"
"13км","13км","8,34E-07"
"14 - 15","14 - 15","0,0041250114"
"14 - 18","14 - 18","0,0005462074"
"14 км","14 км","1,12E-05"
"14 мкрн","14 мкрн","0,0009783467"
"14-а лінія","14-я линия","0,002397947"
"140 км","140 км","0,0008848977"
"1404 км","1404 км","0,0016644764"
"141 км","141 км","0,0079223318"
"142 км","142 км","2,11E-05"
"142: Львів-Київ","142: Львов-Киев","0,4051997038"
"1426 км","1426 км","0,0014380368"
"1432 км","1432 км","0,0006105281"
"144 км","144 км","2,94E-05"
"1450 км","1450 км","8,50E-05"
"1452 км","1452 км","0,0026705113"
"пл.1457 км (Молодіжне)","1457 км (Молодёжная)","0,0707518423"
"146 км","146 км","0,0004114674"
"147 км","147 км","7,86E-05"
"1473 км","1473 км","3,31E-05"
"1479 км","1479 км","6,77E-05"
"148 км","148 км","1,91E-06"
"1486 км","1486 км","0,00341535"
"149 км","149 км","6,58E-05"
"149км","149км","7,51E-06"
"15 - 18","15 - 18","0,0118719805"
"15 км","15 км","4,77E-06"
"15 мкрн","15 мкрн","0,0058487651"
"15-й Мікрорайон","15-й Микрорайон","0,0001206418"
"15-та ділянка","15-й участок","0,0873040464"
"15: к/т Спартак - ул. Сеченова","15: кот Спартак - ул. Сеченова","0,9202242186"
"150 км","150 км","2,21E-05"
"1501 км","1501 км","0,0028362905"
"1509 км","1509 км","0,0008096785"
"151 км","151 км","0,000159034"
"152 км","152 км","0,0005352941"
"152-ї Дивізії вулиця","152-й Дивизии улица","0,0097434718"
"1529 км","1529 км","0,0011008919"
"1531 км","1531 км","0,0024228385"
"154 км","154 км","2,37E-05"
"156 км","156 км","0,0008912942"
"159 км","159 км","0,000538823"
"15А","15А","0,0226671699"
"15км","15км","0,0003919174"
"16 - 17","16 - 17","0,0184876864"
"16 км","16 км","4,53E-06"
"1: Курортная поліклініка - Ріксос","16 Курортная поликлиника - Риксос","0,6390937737"
"16-й батальон територіальної оборони «Полтава»","16-й батальон территориальной обороны «Полтава»","0,4411831704"
"16-й квартал","16-й квартал","5,25E-06"
"16-й мікрорайон","16-й микрорайон","0,0004056509"
"16-а Лінія вулиця","16-я Линия улица","0,1885704654"
"16-я станция Большого фонтана","16-я станция Большого фонтана","0,0012287952"
"160 км","160 км","0,000537769"
"161 км","161 км","0,0002683633"
"162 км","162 км","0,0002309321"
"163 км","163 км","0,0001041916"
"1639 км","1639 км","0,0012310059"
"164 км","164 км","0,0005954348"
"1641 км","1641 км","0,0003363839"
"164км","164км","0,0001732199"
"165 км","165 км","0,0012545503"
"166 км","166 км","0,0001784619"
"1662 км","1662 км","0,0016256794"
"167 км","167 км","0,0260719496"
"168 км","168 км","6,43E-05"
"169 км","169 км","0,000123266"
"17 - 19","17 - 19","0,0137006369"
"17 км","17 км","6,59E-05"
"17-й квартал","17-й квартал","5,58E-05"
"17-й мікрорайон","17-й микрорайон","0,0046772123"
"172 км","172 км","0,0003118217"
"1727 км","1727 км","0,0609776997"
"173 кв.","173 кв.","0,5240730843"
"173 км","173 км","0,0001505702"
"174 км","174 км","0,0018555368"
"175 км","175 км","0,0048038383"
"178 км","178 км","1,37E-05"
"18 км","18 км","2,38E-06"
"18-й мікрорайон","18-й микрорайон","0,0014836541"
"182 км","182 км","1,10E-05"
"184 км","184 км","0,1103959402"
"185 км","185 км","8,11E-05"
"18А","18А","0,0610600997"
"19 дитяча лікарня","19 детская больница","0,0202547898"
"19 км","19 км","1,38E-05"
"19-й венствол","19-й венствол","0,2127204741"
"19-й квартал","19-й квартал","0,000127917"
"192 км","192 км","4,03E-05"
"193 км","193 км","0,0001369761"
"194 км","194 км","0,0003034117"
"195 км","195 км","0,0014046662"
"196 км","196 км","2,47E-05"
"197 км","197 км","0,075070305"
"198 км","198 км","1,34E-05"
"19А","19А","0,0050402206"
"19В","19В","0,1451215377"
"2  Центр - с. Ближние Камыши","2 «Центр - с. Ближние Камыши","0,4806693408"
"2 дерева","2 дерева","0,0005092055"
"2 км","2 км","5,97E-05"
"2 колія","2 колея","9,93E-05"
"2 корпус","2 корпус","0,0001790616"
"2 Май","2 Май","0,0864490624"
"2 микрорайон","2 микрорайон","0,0008156926"
"2-га тераса Опору","2-га тераса Опору","0,3451735875"
"2-е Єврейське кладовище","2-е Еврейское кладбище","0,0023308377"
"2-й міський ставок","2-й городской пруд","0,0016837825"
"2-й короленковский ставок","2-й короленковский ставок","0,0074324985"
"2-й мікрорайон Виноградаря","2-й микрорайон Виноградарья","0,3809673961"
"2-й мікрорайон Комсомольського масиву","2-й микрорайон Комсомольского масива","0,0619676236"
"2-й мікрорайон Райдужного масиву","2-й микрорайон Райдужного масива","0,7666910048"
"2-й район порта","2-й район порта","0,0116563906"
"2-й ставок","2-й ставок","0,000483326"
"2-й Таврійський","2-й Таврический","0,0008174629"
"2-й шлюз","2-й шлюз","0,06515117"
"2-ое шахтное озеро","2-ое шахтное озеро","0,2315709847"
"2-й микрорайон","2-ой Кикрорайон","1,0369675504"
"2-й мікрорайон","2-ой микрорайон","0,0219887331"
"2-а міська лікарня","2-я городская больница","0,0047257675"
"2-я площадка СПЗ ""Парус""","2-я площадка СПЗ ""Парус""","0,1877280186"
"2-я проходная","2-я проходная","0,0015183993"
"2-я станция Большого Фонтана","2-я станция Большого Фонтана","0,000727666"
"2-я станция Люстдорфской дороги","2-я станция Люстдорфской дороги","0,0019359422"
"2, 9 відділ","2, 9 ождел","0,725855068"
"2: Наливайка С. вулиця - Залізничний вокзал","2: Наливайка С. улица - Ж/д вокзал","0,7702512824"
"2: Бювет №2 - Залізничний вокзал","2/ Бювет №2 - Ж/д вокзал","0,9078869969"
"20 км","20 км","9,54E-07"
"20-й венствол","20-й венствол","0,0774516701"
"20-й квартал","20-й квартал","0,0022692147"
"200 лет Севастополя","200 лет Севастополя","0,0010750606"
"200 лет Симферополю","200 лет Симферополю","0,0007106227"
"200-річчя Херсона площа","200-летия Херсона площадь","0,2022662793"
"202 км","202 км","0,0009104579"
"205 км","205 км","0,0031753623"
"206 Дивізії","206 Дивизии","0,037895632"
"207 км","207 км","3,83E-05"
"209 км","209 км","0,000338767"
"20м","20м","0,0004672858"
"21 км","21 км","0,0001174277"
"21-й квартал","21-й квартал","7,63E-06"
"21-й мікрорайон","21-й микрорайон","0,0019036706"
"211 км.","211 км.","0,0748193957"
"212 км","212 км","1,86E-05"
"213 км.","213 км","0,4138221748"
"215: Лівобережна - Русанівські","214 Левобережная - Русановские","0,5534274648"
"215 км","215 км","0,0013106743"
"217 км","217 км","0,0013021747"
"219 км","219 км","0,0011610355"
"22 - 23","22 - 23","0,000982389"
"22 - 23 - 33","22 - 23 - 33","0,7671382566"
"22 Гектари","22 Гектары","0,3948368249"
"224 км.","22 км","0,1081539221"
"224 км","22 км","0,0005077651"
"22 км","22 км","4,77E-07"
"22-й мікрорайон","22-й микрорайон","0,0002773046"
"220 км","220 км","0,0571959245"
"221 км","221 км","0,0008210307"
"222 км","222 км","2,50E-06"
"223 км","223 км","5,84E-06"
"225 км","225 км","0,0862670766"
"227 км","227 км","0,0056207885"
"227 км.","227 км.","0,078523472"
"229 км","229 км","0,0005871581"
"22А","22А","0,6747121832"
"23 - 32 - 33","23 - 32 - 33","0,007549496"
"23 серпня","23 авдуста","0,924774506"
"23 Аугуст","23 Аугуст","0,0160924022"
"23a белый","23 белый","0,2582774364"
"23 квартал","23 квартал","8,34E-07"
"23 км","23 км","7,15E-07"
"23-й мікрорайон","23-й микрорайон","0,0001761956"
"230 КМ","230 КМ","0,0148081767"
"230 км","230 км","0,0005177976"
"231 км","231 км","0,0004998011"
"232 км","232 км","3,46E-05"
"232-й квартал","232-й квартал","5,22E-05"
"1328 км","2328 км","0,4871153437"
"233 км","233 км","6,44E-05"
"1338 км","2338 км","0,0003449007"
"235 км","235 км","0,0584104545"
"237 км","237 км","0,0223559064"
"238 км","238 км","0,0075472268"
"239 км","239 км","0,0040569504"
"23А","23А","0,0041364382"
"23Б","23Б","0,021787501"
"23В","23В","0,3370932348"
"24-й квартал","24-й квартал","6,50E-05"
"241 км","241 км","0,0603995733"
"242 км","242 км","1,76E-05"
"245 квартал","245 квартал","0,0055523703"
"248 км","248 км","0,0002083981"
"24км","24км","4,45E-05"
"25 Квартал","25 Квартал","0,0814856229"
"25 км","25 км","1,19E-05"
"25-й квартал","25-й квартал","6,01E-05"
"251 км","251 км","0,000504254"
"252 км","252 км","4,53E-06"
"253 км","253 км","0,0015957993"
"256 км","256 км","0,0066112985"
"257 км","257 км","3,60E-05"
"259 км","259 км","0,0001009728"
"26 Квартал","26 Квартал","0,0189528263"
"26 км","26 км","2,46E-05"
"26-й квартал","26-й квартал","3,39E-05"
"26/34 квартал","26/34 квартал","0,0066108683"
"261 км","261 км","0,0003046848"
"262 км","262 км","0,0039719427"
"263 км","263 км","4,76E-05"
"266 км","266 км","7,76E-05"
"267 км","267 км","0,0002799212"
"269 км","269 км","0,0004618956"
"27 Квартал","27 Квартал","0,0684950118"
"27 км","27 км","0,0005603783"
"27-й квартал","27-й квартал","8,95E-05"
"270 км","270 км","0,0093659642"
"271 км","271 км","0,0007011948"
"272 км","272 км","7,28E-05"
"275 км","275 км","0,0103842417"
"276 км","276 км","0,0005009224"
"277 км","277 км","0,0007175391"
"278-й квартал","278-й квартал","0,0029767394"
"279 км","279 км","0,0003497905"
"28 - 33 - 35","28 - 33 - 35","0,0088163275"
"28 - 35","28 - 35","0,0003303504"
"28 км","28 км","1,67E-06"
"28-й авторемонтний завод","28-й авторемонтный завод","0,0040135099"
"28/33 квартал","28/33 квартал","0,0219802602"
"281 км","281 км","5,01E-06"
"283 км","283 км","0,0030048268"
"284 км","284 км","0,006497957"
"286 км","286 км","0,000674208"
"287 км","287 км","0,0011668493"
"28А","28А","0,0200156653"
"29 км","29 км","1,31E-06"
"290 КМ","290 КМ","0,0587325564"
"290 км","290 км","2,59E-05"
"292 км","292 км","3,93E-06"
"293 км","293 км","7,31E-05"
"294 км","294 км","0,0006575162"
"294км","294км","5,52E-05"
"295 км","295 км","0,0136868614"
"296 км","296 км","5,05E-05"
"298 км","298 км","0,0003233246"
"299км","299км","1,85E-05"
"29А","29А","0,0095551569"
"29Б","29Б","0,0142886133"
"29км","29км","3,67E-05"
"ЖК Садове місто","2К Садовый город","0,7654886572"
"2Рк-7","2Рк-7","0,0778287903"
"3 дільниця","3 дольница","0,4369289483"
"3 км","3 км","1,79E-06"
"3 км (недейств.)","3 км (недейство)","0,6315515099"
"3 колія","3 колея","0,0379708399"
"3 криниці","3 криницы","5,72E-05"
"3 микрорайон","3 микрорайон","0,0001941998"
"3 отделение ""Золотой балки""","3 отделение ""Золотой балки""","0,0089608395"
"3 пальмы","3 пальми","0,0338934832"
"3 платформа","3 платформа","0,0634287904"
"3-е шахтное озеро","3-е шахтное озеро","0,048452966"
"3-і ворота","3-и ворота","0,0014696133"
"3-ий километр","3-ий километр","0,029669591"
"3-ій район Ізмаїльського порту","3-ий район Измаильского порта","0,1864723338"
"3-й Східний м-р","3-й Восточный м-","0,9034508384"
"3-й міський ставок","3-й городской пруд","0,0031574968"
"3-й короленковский ставок","3-й короленковский ставок","0,0013234515"
"3-й мікрорайон","3-й микрорайон","0,0001713112"
"3-й мікрорайон Комсомольського масиву","3-й микрорайон Комсомольского масива","0,0731576975"
"3-й мікрорайон Райдужного масиву","3-й микрорайон Райдужного масива","0,8034372629"
"3-й ставок","3-й ставок","6,06E-05"
"3-й Таврійський","3-й Таврический","0,0134147776"
"3-й шлюз","3-й шлюз","0,0308802244"
"3-тя тераса Опору","3-ть тераса Опору","0,3060925925"
"3-тя тераса Стрия","3-тья тераса Стрыя","0,9863915175"
"3-я міська лікарня","3-я городская больница","0,0280097067"
"3-я дамба","3-я дамба","0,0638930873"
"3-я лінія","3-я линия","2,69E-05"
"3-я проходная","3-я проходная","0,0046917284"
"3-я станция Большого Фонтана","3-я станция Большого Фонтана","0,0007503137"
"3. Белякова-Н.Мелитополь","3. Бельякова-Н","1,0256690009"
"30 квартал","30 квартал","2,11E-05"
"30 км","30 км","6,91E-06"
"30-річчя Перемоги","30-летия Победы","0,0019865535"
"300 км","300 км","0,0003985116"
"300-літній дуб","300-летний дуб","0,0004888653"
"302км","302км","2,25E-05"
"303 км","303 км","0,0240321141"
"303 км (Комиш-Зоря)","303 км (Комыш-Зоря)","0,2465847532"
"304е","304е","0,0027107453"
"304км","304км","8,15E-05"
"305 км","305 км","0,0005651348"
"306 км","306 км","0,0066042807"
"308км","308км","0,0002198311"
"309 км","309 км","0,0006053992"
"31 квартал","31 квартал","2,96E-05"
"31 км","31 км","7,75E-06"
"31 км (Комиш-Зоря)","31 км (Комыш-Зоря)","0,4151553477"
"312км","312км","0,0005183361"
"313 км","313 км","0,0002745611"
"317 км","317 км","0,0190926953"
"319 км","319 км","0,0003866561"
"32 км","32 км","5,51E-05"
